team_id,result,margin,balls_remaining,toss_result,batting_position,opposition_id,ground_id,match_date,margin_type,match_id,runs_match,wickets_match,balls_match,average_run_wkt,runs_per_over
335970,lost,6,12,lost,1st,335973,57991,06-05-2013,wickets,5799106052013,190,3,120,63.33,9.5
335970,won,1,,lost,1st,335973,57991,09-05-2016,runs,5799109052016,175,6,120,29.16,8.75
335970,lost,9,26,won,1st,335973,57991,12-05-2008,wickets,5799112052008,143,8,120,17.87,7.15
335970,won,8,4,won,2nd,335973,57991,13-04-2019,wickets,5799113042019,174,2,116,87.0,9.0
335970,lost,22,,won,2nd,335973,57991,13-05-2015,runs,5799113052015,84,6,60,14.0,8.4
335970,won,5,3,won,2nd,335973,57991,20-04-2012,wickets,5799120042012,166,5,117,33.2,8.51
335970,won,24,,lost,1st,335973,57991,20-04-2023,runs,5799120042023,174,4,120,43.5,8.7
335970,won,60,,lost,1st,335973,58056,09-05-2024,runs,5805609052024,241,7,120,34.42,12.05
335970,lost,111,,lost,2nd,335973,58056,17-05-2011,runs,5805617052011,121,10,102,12.1,7.11
335970,lost,8,33,won,1st,335973,58150,10-04-2017,wickets,5815010042017,148,4,120,37.0,7.4
335970,won,10,71,won,2nd,335973,58150,14-05-2018,wickets,5815014052018,92,0,49,,11.26
335970,lost,54,,won,2nd,335973,58317,13-05-2022,runs,5831713052022,155,9,120,17.22,7.75
335970,won,8,,won,1st,335973,59089,01-05-2009,runs,5908901052009,145,9,120,16.11,7.25
335970,lost,7,6,won,1st,335973,59089,24-04-2009,wickets,5908924042009,168,9,120,18.66,8.4
335970,won,6,,won,1st,335973,59392,03-10-2021,runs,5939203102021,164,7,120,23.42,8.2
335970,lost,8,0,won,1st,335973,59392,15-10-2020,wickets,5939215102020,171,6,120,28.5,8.55
335970,lost,5,6,lost,1st,335973,343050,27-03-2022,wickets,34305027032022,205,2,120,102.5,10.25
335970,lost,97,,won,2nd,335973,392627,24-09-2020,runs,39262724092020,109,10,102,10.9,6.41
335970,lost,5,7,lost,1st,335973,392627,28-04-2014,wickets,39262728042014,124,8,120,15.5,6.2
335970,won,7,7,won,2nd,335973,1290799,20-04-2025,wickets,129079920042025,159,3,113,53.0,8.44
335970,won,8,60,won,2nd,335973,1290799,29-05-2025,wickets,129079929052025,106,2,60,53.0,10.6
335970,won,2,,lost,1st,335974,57897,03-05-2025,runs,5789703052025,213,5,120,42.6,10.65
335970,lost,8,,won,2nd,335974,57897,17-04-2023,runs,5789717042023,218,8,120,27.25,10.9
335970,won,24,,lost,1st,335974,57897,18-05-2013,runs,5789718052013,106,2,48,53.0,13.25
335970,won,27,,lost,1st,335974,57897,18-05-2024,runs,5789718052024,218,5,120,43.6,10.9
335970,won,1,,lost,1st,335974,57897,21-04-2019,runs,5789721042019,161,7,120,23.0,8.05
335970,lost,27,,won,2nd,335974,57897,22-04-2015,runs,5789722042015,154,8,120,19.25,7.7
335970,won,8,12,won,2nd,335974,57897,22-05-2011,wickets,5789722052011,129,2,108,64.5,7.16
335970,won,36,,lost,1st,335974,57897,23-03-2010,runs,5789723032010,171,5,120,34.2,8.55
335970,lost,8,14,lost,1st,335974,57897,24-05-2014,wickets,5789724052014,154,6,120,25.66,7.7
335970,n/r,,,won,,335974,57897,25-04-2012,,5789725042012,0,0,0,,
335970,lost,5,2,lost,1st,335974,57897,25-04-2018,wickets,5789725042018,205,8,120,25.62,10.25
335970,lost,13,,lost,2nd,335974,57897,28-04-2008,runs,5789728042008,165,10,118,16.5,8.38
335970,lost,24,,lost,2nd,335974,58008,04-05-2015,runs,5800804052015,124,10,118,12.4,6.3
335970,lost,5,0,won,1st,335974,58008,12-04-2012,wickets,5800812042012,205,8,120,25.62,10.25
335970,lost,4,1,lost,1st,335974,58008,13-04-2013,wickets,5800813042013,165,6,120,27.5,8.25
335970,lost,21,,lost,2nd,335974,58008,16-04-2011,runs,5800816042011,162,7,120,23.14,8.1
335970,won,14,,won,1st,335974,58008,21-05-2008,runs,5800821052008,126,8,120,15.75,6.3
335970,lost,6,8,won,1st,335974,58008,22-03-2024,wickets,5800822032024,173,6,120,28.83,8.65
335970,lost,7,14,lost,1st,335974,58008,23-03-2019,wickets,5800823032019,70,10,103,7.0,4.07
335970,won,50,,lost,1st,335974,58008,28-03-2025,runs,5800828032025,196,7,120,28.0,9.8
335970,lost,58,,lost,2nd,335974,58008,28-05-2011,runs,5800828052011,147,8,120,18.37,7.35
335970,lost,5,6,won,1st,335974,58008,31-03-2010,wickets,5800831032010,161,4,120,40.25,8.05
335970,lost,6,2,lost,1st,335974,58324,24-05-2011,wickets,5832424052011,175,4,120,43.75,8.75
335970,lost,69,,lost,2nd,335974,58324,25-04-2021,runs,5832425042021,122,9,120,13.55,6.1
335970,won,2,2,lost,2nd,335974,59089,14-05-2009,wickets,5908914052009,132,8,118,16.5,6.71
335970,won,6,7,won,2nd,335974,59120,23-05-2009,wickets,5912023052009,149,4,113,37.25,7.91
335970,lost,92,,lost,2nd,335974,59159,20-04-2009,runs,5915920042009,87,10,92,8.7,5.67
335970,lost,6,11,lost,1st,335974,59392,24-09-2021,wickets,5939224092021,156,6,120,26.0,7.8
335970,lost,23,,won,2nd,335974,343050,12-04-2022,runs,34305012042022,193,9,120,21.44,9.65
335970,won,37,,won,1st,335974,392627,10-10-2020,runs,39262710102020,169,4,120,42.25,8.45
335970,lost,8,8,won,1st,335974,392627,25-10-2020,wickets,39262725102020,145,6,120,24.16,7.25
335970,won,5,1,lost,2nd,335974,485865,18-05-2014,wickets,48586518052014,142,5,119,28.4,7.15
335970,lost,3,1,lost,1st,335974,485865,22-05-2015,wickets,48586522052015,139,8,120,17.37,6.95
335970,won,13,,lost,1st,335974,545380,04-05-2022,runs,54538004052022,173,8,120,21.62,8.65
335970,lost,6,12,lost,1st,335974,545380,05-05-2018,wickets,54538005052018,127,9,120,14.11,6.35
335970,won,1,,lost,1st,335975,57851,27-04-2021,runs,5785127042021,171,5,120,34.2,8.55
335970,won,20,,lost,1st,335975,57897,07-04-2012,runs,5789707042012,157,8,120,19.62,7.85
335970,lost,4,7,lost,1st,335975,57897,07-04-2019,wickets,5789707042019,149,8,120,18.62,7.45
335970,won,15,,won,1st,335975,57897,08-04-2017,runs,5789708042017,157,8,120,19.62,7.85
335970,lost,6,13,lost,1st,335975,57897,10-04-2025,wickets,5789710042025,163,7,120,23.28,8.15
335970,won,47,,lost,1st,335975,57897,12-05-2024,runs,5789712052024,187,9,120,20.77,9.35
335970,won,16,,lost,1st,335975,57897,13-05-2014,runs,5789713052014,186,4,120,46.5,9.3
335970,won,23,,lost,1st,335975,57897,15-04-2023,runs,5789715042023,174,6,120,29.0,8.7
335970,tied,,,won,2nd,335975,57897,16-04-2013,,5789716042013,152,7,120,21.71,7.6
335970,lost,7,5,lost,1st,335975,57897,17-04-2016,wickets,5789717042016,191,5,120,38.2,9.55
335970,n/r,,,won,2nd,335975,57897,17-05-2015,,5789717052015,2,0,7,,1.71
335970,lost,5,10,lost,1st,335975,57897,19-05-2008,wickets,5789719052008,154,7,120,22.0,7.7
335970,won,6,12,won,2nd,335975,57897,21-04-2018,wickets,5789721042018,176,4,108,44.0,9.77
335970,lost,17,,won,2nd,335975,57897,25-03-2010,runs,5789725032010,166,9,120,18.44,8.3
335970,lost,37,,lost,2nd,335975,58040,04-04-2010,runs,5804004042010,147,9,120,16.33,7.35
335970,lost,7,20,won,1st,335975,58040,06-05-2023,wickets,5804006052023,181,4,120,45.25,9.05
335970,won,4,,lost,1st,335975,58040,10-05-2013,runs,5804010052013,183,4,120,45.75,9.15
335970,won,5,6,won,2nd,335975,58040,12-05-2018,wickets,5804012052018,187,5,114,37.4,9.84
335970,won,10,,won,1st,335975,58040,14-05-2017,runs,5804014052017,161,6,120,26.83,8.05
335970,won,21,,lost,1st,335975,58040,17-05-2012,runs,5804017052012,215,1,120,215.0,10.75
335970,won,3,3,won,2nd,335975,58040,26-04-2011,wickets,5804026042011,161,7,117,23.0,8.25
335970,won,10,57,won,2nd,335975,58040,26-04-2015,wickets,5804026042015,99,0,63,,9.42
335970,won,6,9,won,2nd,335975,58040,27-04-2025,wickets,5804027042025,165,4,111,41.25,8.91
335970,lost,16,,lost,2nd,335975,58040,28-04-2019,runs,5804028042019,171,7,120,24.42,8.55
335970,lost,10,,won,2nd,335975,58040,30-04-2008,runs,5804030042008,181,5,120,36.2,9.05
335970,won,16,,lost,1st,335975,58324,16-04-2022,runs,5832416042022,189,5,120,37.8,9.45
335970,won,7,6,lost,2nd,335975,59120,19-05-2009,wickets,5912019052009,135,3,114,45.0,7.1
335970,lost,6,4,won,1st,335975,59159,26-04-2009,wickets,5915926042009,149,7,120,21.28,7.45
335970,won,8,20,won,2nd,335975,59392,17-04-2014,wickets,5939217042014,146,2,100,73.0,8.76
335970,lost,6,6,lost,1st,335975,59396,02-11-2020,wickets,5939602112020,152,7,120,21.71,7.6
335970,lost,59,,won,2nd,335975,392627,05-10-2020,runs,39262705102020,137,9,120,15.22,6.85
335970,won,7,0,won,2nd,335975,392627,08-10-2021,wickets,39262708102021,166,3,120,55.33,8.3
335970,won,6,11,won,2nd,335975,601879,22-05-2016,wickets,60187922052016,139,4,109,34.75,7.65
335970,lost,4,6,lost,1st,335977,57851,22-05-2024,wickets,5785122052024,172,8,120,21.5,8.6
335970,won,9,23,won,2nd,335977,57851,24-04-2015,wickets,5785124042015,134,1,97,134.0,8.28
335970,lost,7,11,lost,1st,335977,57851,27-05-2022,wickets,5785127052022,157,8,120,19.62,7.85
335970,lost,5,7,won,1st,335977,57897,11-05-2014,wickets,5789711052014,190,5,120,38.0,9.5
335970,lost,59,,lost,2nd,335977,57897,15-04-2012,runs,5789715042012,136,10,119,13.6,6.85
335970,lost,19,,won,2nd,335977,57897,15-04-2018,runs,5789715042018,198,6,120,33.0,9.9
335970,won,10,56,won,2nd,335977,57897,18-03-2010,wickets,5789718032010,93,0,64,,8.71
335970,aban,,,,,335977,57897,19-04-2011,,5789719042011,,,,,
335970,won,7,13,won,2nd,335977,57897,20-04-2013,wickets,5789720042013,123,3,107,41.0,6.89
335970,won,7,,lost,1st,335977,57897,23-04-2023,runs,5789723042023,189,9,120,21.0,9.45
335970,won,11,,lost,1st,335977,57897,24-04-2025,runs,5789724042025,205,5,120,41.0,10.25
335970,lost,7,17,lost,1st,335977,57897,26-04-2008,wickets,5789726042008,135,8,120,16.87,6.75
335970,n/r,,,lost,1st,335977,57897,29-04-2015,,5789729042015,200,7,120,28.57,10.0
335970,n/r,,,lost,1st,335977,57897,30-04-2019,,5789730042019,62,7,30,8.85,12.4
335970,lost,7,1,lost,1st,335977,58162,02-04-2019,wickets,5816202042019,158,4,120,39.5,7.9
335970,lost,6,5,lost,1st,335977,58162,06-04-2024,wickets,5816206042024,183,3,120,61.0,9.15
335970,won,9,18,won,2nd,335977,58162,11-05-2011,wickets,5816211052011,151,1,102,151.0,8.88
335970,won,9,15,won,2nd,335977,58162,13-04-2025,wickets,5816213042025,175,1,105,175.0,10.0
335970,won,5,26,lost,2nd,335977,58162,14-04-2010,wickets,5816214042010,132,5,94,26.4,8.42
335970,won,112,,won,1st,335977,58162,14-05-2023,runs,5816214052023,171,5,120,34.2,8.55
335970,lost,65,,won,2nd,335977,58162,17-05-2008,runs,5816217052008,132,9,120,14.66,6.6
335970,lost,30,,lost,2nd,335977,58162,19-05-2018,runs,5816219052018,134,10,116,13.4,6.93
335970,won,46,,lost,1st,335977,58162,23-04-2012,runs,5816223042012,189,3,120,63.0,9.45
335970,lost,4,1,lost,1st,335977,58162,29-04-2013,wickets,5816229042013,171,6,120,28.5,8.55
335970,won,4,5,won,2nd,335977,58324,05-04-2022,wickets,5832405042022,173,6,115,28.83,9.02
335970,won,10,21,won,2nd,335977,58324,22-04-2021,wickets,5832422042021,181,0,99,,10.96
335970,won,75,,won,1st,335977,59068,18-04-2009,runs,5906818042009,133,8,120,16.62,6.65
335970,lost,7,30,lost,1st,335977,59079,07-05-2009,wickets,5907907052009,105,10,120,10.5,5.25
335970,won,8,5,lost,2nd,335977,59396,03-10-2020,wickets,5939603102020,158,2,115,79.0,8.24
335970,lost,6,42,lost,1st,335977,59396,26-04-2014,wickets,5939626042014,70,10,90,7.0,4.66
335970,won,7,2,lost,2nd,335977,392627,17-10-2020,wickets,39262717102020,179,3,118,59.66,9.1
335970,won,7,17,won,2nd,335977,392627,29-09-2021,wickets,39262729092021,153,3,103,51.0,8.91
335970,won,71,,won,1st,335977,545380,20-05-2015,runs,54538020052015,180,4,120,45.0,9.0
335970,lost,29,,won,2nd,335977,545380,26-04-2022,runs,54538026042022,115,10,117,11.5,5.89
335970,won,14,,lost,1st,335978,57897,01-05-2018,runs,5789701052018,167,7,120,23.85,8.35
335970,won,8,22,won,2nd,335978,57897,02-04-2023,wickets,5789702042023,172,2,98,86.0,10.53
335970,won,2,,lost,1st,335978,57897,04-04-2013,runs,5789704042013,156,5,120,31.2,7.8
335970,lost,6,8,lost,1st,335978,57897,11-05-2016,wickets,5789711052016,151,4,120,37.75,7.55
335970,lost,9,9,lost,1st,335978,57897,12-04-2011,wickets,5789712042011,140,4,120,35.0,7.0
335970,lost,4,7,lost,1st,335978,57897,14-04-2017,wickets,5789714042017,142,5,120,28.4,7.1
335970,lost,5,2,lost,1st,335978,57897,14-05-2012,wickets,5789714052012,171,6,120,28.5,8.55
335970,lost,57,,won,2nd,335978,57897,17-04-2010,runs,5789717042010,134,9,120,14.88,6.7
335970,lost,18,,won,2nd,335978,57897,19-04-2015,runs,5789719042015,191,7,120,27.28,9.55
335970,lost,6,,won,2nd,335978,57897,28-03-2019,runs,5789728032019,181,5,120,36.2,9.05
335970,lost,9,12,lost,1st,335978,57897,28-05-2008,wickets,5789728052008,122,9,108,13.55,6.77
335970,won,2,0,won,2nd,335978,58008,09-04-2021,wickets,5800809042021,160,8,120,20.0,8.0
335970,won,43,,lost,1st,335978,58008,27-05-2011,runs,5800827052011,185,4,120,46.25,9.25
335970,won,7,5,lost,2nd,335978,58317,20-03-2010,wickets,5831720032010,155,3,115,51.66,8.08
335970,lost,5,1,won,1st,335978,58324,01-05-2017,wickets,5832401052017,162,8,120,20.25,8.1
335970,lost,19,,won,2nd,335978,58324,06-05-2014,runs,5832406052014,168,8,120,21.0,8.4
335970,won,12,,lost,1st,335978,58324,07-04-2025,runs,5832407042025,221,5,120,44.2,11.05
335970,won,9,12,won,2nd,335978,58324,09-05-2012,wickets,5832409052012,142,1,108,142.0,7.88
335970,lost,6,21,lost,1st,335978,58324,09-05-2023,wickets,5832409052023,199,6,120,33.16,9.95
335970,won,39,,won,1st,335978,58324,10-05-2015,runs,5832410052015,235,1,120,235.0,11.75
335970,lost,7,27,lost,1st,335978,58324,11-04-2024,wickets,5832411042024,196,8,120,24.5,9.8
335970,lost,5,6,lost,1st,335978,58324,15-04-2019,wickets,5832415042019,171,7,120,24.42,8.55
335970,lost,46,,won,2nd,335978,58324,17-04-2018,runs,5832417042018,167,8,120,20.87,8.35
335970,won,5,2,lost,2nd,335978,58324,20-04-2008,wickets,5832420042008,166,5,118,33.2,8.44
335970,lost,6,12,lost,1st,335978,58324,20-04-2016,wickets,5832420042016,170,7,120,24.28,8.5
335970,lost,58,,lost,2nd,335978,58324,27-04-2013,runs,5832427042013,136,7,120,19.42,6.8
335970,won,9,11,lost,2nd,335978,59120,03-05-2009,wickets,5912003052009,150,1,109,150.0,8.25
335970,lost,16,,lost,2nd,335978,59159,10-05-2009,runs,5915910052009,141,7,120,20.14,7.05
335970,lost,5,5,lost,1st,335978,59396,28-10-2020,wickets,5939628102020,164,6,120,27.33,8.2
335970,lost,35,,lost,2nd,335978,343050,21-04-2010,runs,34305021042010,149,9,120,16.55,7.45
335970,won,7,15,won,2nd,335978,392627,19-04-2014,wickets,39262719042014,116,3,105,38.66,6.62
335970,won,54,,lost,1st,335978,392627,26-09-2021,runs,39262726092021,165,6,120,27.5,8.25
335970,tied,,,lost,1st,335978,392627,28-09-2020,,39262728092020,201,3,120,67.0,10.05
335970,won,7,9,won,2nd,335978,545380,09-04-2022,wickets,54538009042022,152,3,111,50.66,8.21
335970,won,3,,lost,1st,335980,57897,03-05-2008,runs,5789703052008,156,8,120,19.5,7.8
335970,won,5,7,won,2nd,335980,57897,06-05-2012,wickets,5789706052012,185,5,113,37.0,9.82
335970,lost,7,4,lost,1st,335980,57897,08-04-2010,wickets,5789708042010,184,6,120,30.66,9.2
335970,lost,33,,won,2nd,335980,58142,14-04-2011,runs,5814214042011,142,9,120,15.77,7.1
335970,lost,9,,won,2nd,335980,58142,20-05-2012,runs,5814220052012,123,9,120,13.66,6.15
335970,won,5,6,lost,2nd,335980,58142,25-05-2008,wickets,5814225052008,171,5,114,34.2,9.0
335970,lost,24,,lost,2nd,335980,59068,22-04-2009,runs,5906822042009,160,8,120,20.0,8.0
335970,won,12,,won,1st,335980,59079,21-05-2009,runs,5907921052009,170,4,120,42.5,8.5
335970,lost,6,,won,2nd,335980,59120,24-05-2009,runs,5912024052009,137,9,120,15.22,6.85
335970,won,9,37,lost,2nd,335980,343050,24-04-2010,wickets,34305024042010,86,1,83,86.0,6.21
335970,lost,13,,won,2nd,335980,375326,12-04-2010,runs,37532612042010,138,10,118,13.8,7.01
335970,won,6,0,lost,2nd,474666,57897,17-04-2012,wickets,5789717042012,186,4,120,46.5,9.3
335970,won,130,,lost,1st,474666,57897,23-04-2013,runs,5789723042013,263,5,120,52.6,13.15
335970,won,26,,lost,1st,474666,57897,29-04-2011,runs,5789729042011,181,5,120,36.2,9.05
335970,won,17,,won,1st,474666,545380,02-05-2013,runs,54538002052013,187,3,120,62.33,9.35
335970,won,35,,lost,1st,474666,545380,11-05-2012,runs,54538011052012,173,3,120,57.66,8.65
335970,won,9,41,lost,2nd,474668,57897,08-05-2011,wickets,5789708052011,128,1,79,128.0,9.72
335970,won,6,8,lost,2nd,474668,58230,09-04-2011,wickets,5823009042011,162,4,112,40.5,8.67
335970,won,4,1,won,2nd,628333,57897,04-05-2014,wickets,5789704052014,158,6,119,26.33,7.96
335970,won,4,4,won,2nd,628333,57897,04-05-2019,wickets,5789704052019,178,6,116,29.66,9.2
335970,won,7,14,lost,2nd,628333,57897,09-04-2013,wickets,5789709042013,162,3,106,54.0,9.16
335970,won,45,,lost,1st,628333,57897,12-04-2016,runs,5789712042016,227,4,120,56.75,11.35
335970,lost,8,16,lost,1st,628333,57897,13-04-2015,wickets,5789713042015,166,10,119,16.6,8.36
335970,lost,25,,won,2nd,628333,57897,15-04-2024,runs,5789715042024,262,7,120,37.42,13.1
335970,won,14,,lost,1st,628333,57897,17-05-2018,runs,5789717052018,218,6,120,36.33,10.9
335970,aban,,,,,628333,57897,25-04-2017,,5789725042017,,,,,
335970,lost,8,,lost,2nd,628333,57897,29-05-2016,runs,5789729052016,200,7,120,28.57,10.0
335970,won,6,,lost,1st,628333,58008,14-04-2021,runs,5800814042021,149,8,120,18.62,7.45
335970,lost,35,,won,2nd,628333,58142,05-04-2017,runs,5814205042017,172,10,118,17.2,8.74
335970,tied,,,won,1st,628333,58142,07-04-2013,,5814207042013,130,8,120,16.25,6.5
335970,lost,5,,won,2nd,628333,58142,07-05-2018,runs,5814207052018,141,6,120,23.5,7.05
335970,won,6,1,lost,2nd,628333,58142,15-05-2015,wickets,5814215052015,83,4,35,20.75,14.22
335970,won,8,4,won,2nd,628333,58142,18-05-2023,wickets,5814218052023,187,2,116,93.5,9.67
335970,lost,7,2,won,1st,628333,58142,20-05-2014,wickets,5814220052014,160,6,120,26.66,8.0
335970,won,35,,won,1st,628333,58142,25-04-2024,runs,5814225042024,206,7,120,29.42,10.3
335970,lost,15,,won,2nd,628333,58142,30-04-2016,runs,5814230042016,179,6,120,29.83,8.95
335970,lost,118,,won,2nd,628333,58142,31-03-2019,runs,5814231032019,113,10,119,11.3,5.69
335970,lost,9,72,lost,1st,628333,58317,23-04-2022,wickets,5831723042022,68,10,97,6.8,4.2
335970,won,67,,won,1st,628333,58324,08-05-2022,runs,5832408052022,192,3,120,64.0,9.6
335970,lost,5,35,lost,1st,628333,59392,31-10-2020,wickets,5939231102020,120,7,120,17.14,6.0
335970,lost,4,,won,2nd,628333,59396,06-10-2021,runs,5939606102021,137,6,120,22.83,6.85
335970,lost,6,2,lost,1st,628333,59396,06-11-2020,wickets,5939606112020,131,7,120,18.71,6.55
335970,won,10,,lost,1st,628333,392627,21-09-2020,runs,39262721092020,163,5,120,32.6,8.15
335970,lost,42,,won,2nd,628333,1070094,23-05-2025,runs,107009423052025,189,10,119,18.9,9.52
335970,won,7,3,won,2nd,968721,57897,07-05-2016,wickets,5789707052016,195,3,117,65.0,10.0
335970,lost,27,,won,2nd,968721,57897,16-04-2017,runs,5789716042017,134,9,120,14.88,6.7
335970,won,13,,lost,1st,968721,545380,22-04-2016,runs,54538022042016,185,3,120,61.66,9.25
335970,lost,61,,won,2nd,968721,545380,29-04-2017,runs,54538029042017,96,9,120,10.66,4.8
335970,won,144,,lost,1st,968725,57897,14-05-2016,runs,5789714052016,248,3,120,82.66,12.4
335970,won,4,10,won,2nd,968725,57897,24-05-2016,wickets,5789724052016,159,6,110,26.5,8.67
335970,lost,7,37,lost,1st,968725,57897,27-04-2017,wickets,5789727042017,134,10,120,13.4,6.7
335970,won,21,,lost,1st,968725,377285,18-04-2017,runs,37728518042017,213,2,120,106.5,10.65
335970,lost,6,3,won,1st,968725,377285,24-04-2016,wickets,37728524042016,180,2,120,90.0,9.0
335970,lost,28,,won,2nd,1298768,57897,02-04-2024,runs,5789702042024,153,10,118,15.3,7.77
335970,lost,1,0,lost,1st,1298768,57897,10-04-2023,wickets,5789710042023,212,2,120,106.0,10.6
335970,won,14,,lost,1st,1298768,57980,25-05-2022,runs,5798025052022,207,4,120,51.75,10.35
335970,won,18,,lost,1st,1298768,343050,19-04-2022,runs,34305019042022,181,6,120,30.16,9.05
335970,won,18,,won,1st,1298768,1070094,01-05-2023,runs,107009401052023,126,9,120,14.0,6.3
335970,won,6,8,won,2nd,1298768,1070094,27-05-2025,wickets,107009427052025,230,4,112,57.5,12.32
335970,won,9,24,won,2nd,1298769,57851,28-04-2024,wickets,5785128042024,206,1,96,206.0,12.87
